Unnecto,QMobile,TCL,Asus,vivo,Coolpad,Allview,Neonode,Eten,Archos,Cat,OnePlus,Palm,Sagem,Nvidia,VK,Huawei,Casio,Wiko,Realme,Emporia,Xiaomi,Motorola,Nokia,Amoi,Qtek,Telit,XCute,Toshiba,Micromax,Fujitsu,AT&T,Yota,Vertu,Sony,Parla,LeEco,Bird,Google,Benefon,Lava,Thuraya,YU,Haier,Fairphone,HTC,Panasonic,Ericsson,Tecno,Yezz,Honor,Pantech,Gigabyte,Modu,i-mate,BQ,MWg,Vodafone,Sonim,Energizer,HP,Razer,i-mobile,Tel.Me.,Sharp,Mitsubishi,iNQ,Karbonn,Siemens,Ulefone,Mitac,Blackview,verykool,Celkon,Icemobile,Apple,Garmin-Asus,Microsoft,Acer,Dell,Meizu,T-Mobile,Plum,LG,Intex,NIU,Innostream,Prestigio,BLU,Maxon,Kyocera,Orange,BenQ,Gionee,Oppo,Bosch,ZTE,Posh,Spice,XOLO,alcatel,Chea,Lenovo,Philips,WND,O2,BlackBerry,Maxwest,Sewon,Sendo,Samsung,Infinix,Amazon,Jolla,NEC,BenQ-Siemens
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,50,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,60,48,49,22,51,52,53,54,55,56,57,58,59,47,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115
